mapblklot,analysis_neighborhood,Historic,in_historic_district
7061034,Oceanview/Merced/Ingleside,0,0
4142034,Mission,0,0
7096A040,Outer Mission,0,0
6238015,Visitacion Valley,0,0
5426032,Bayview Hunters Point,0,0
0327020,Financial District/South Beach,1,1
5886006,Excelsior,0,0
5710039,Bernal Heights,0,0
3618089,Mission,0,0
5609015,Bernal Heights,0,0
3609065,Mission,1,1
5079012,Bayview Hunters Point,1,1
3618055A,Mission,1,1
4019008,Mission,0,0
3211013F,Outer Mission,0,0
7118041,Oceanview/Merced/Ingleside,0,0
5071009,Bayview Hunters Point,1,1
3726064,South of Market,0,0
6116038,Portola,0,0
0568071,Pacific Heights,0,0
6995045,Oceanview/Merced/Ingleside,0,0
4263005,Mission,0,0
3554002,Mission,0,0
0227035,Chinatown,1,1
7088054,Oceanview/Merced/Ingleside,0,0
6500035,Excelsior,0,0
6516030,Mission,0,0
6025008,Excelsior,0,0
5713016,Bernal Heights,0,0
5802029,Bernal Heights,0,0
0145006,North Beach,0,0
7031006,Outer Mission,0,0
5331009,Bayview Hunters Point,0,0
4337005,Mission,0,0
6326007,Visitacion Valley,0,0
0809023,Hayes Valley,1,1
5557001,Bernal Heights,0,0
5395048,Bayview Hunters Point,0,0
0194002,Chinatown,1,1
5663019,Bernal Heights,0,0
6165039,Visitacion Valley,0,0
5054A074,Bayview Hunters Point,1,1
6529016,Mission,0,0
7076011,Oceanview/Merced/Ingleside,0,0
7103007,Oceanview/Merced/Ingleside,0,0
6524049,Mission,0,0
0116050,North Beach,1,1
4010021,Potrero Hill,0,0
5551002,Bernal Heights,0,0
7100036,Outer Mission,0,0
5948032,Excelsior,0,0
5323015B,Bayview Hunters Point,0,0
7055026,Oceanview/Merced/Ingleside,0,0
0041073,North Beach,0,0
7116005,Oceanview/Merced/Ingleside,0,0
6524003,Mission,1,1
7325001,Lakeshore,1,1
7113008,Oceanview/Merced/Ingleside,0,0
5079001,Bayview Hunters Point,1,1
6274003,Excelsior,0,0
5723041,Bernal Heights,0,0
4272025,Mission,0,0
5409016,Bayview Hunters Point,0,0
4810025B,Bayview Hunters Point,0,0
5354040,Bayview Hunters Point,0,0
6450005A,Excelsior,0,0
5682004,Bernal Heights,0,0
4030036,Potrero Hill,0,0
6576009,Noe Valley,0,0
7353001,Lakeshore,1,1
6276014,Excelsior,0,0
4914031,Bayview Hunters Point,0,0
5386006A,Bayview Hunters Point,0,0
6463056,Excelsior,0,0
6794014,Outer Mission,0,0
3206011,Outer Mission,0,0
6720053,Bernal Heights,0,0
6236006,Visitacion Valley,0,0
5463005,Bayview Hunters Point,0,0
3732263,South of Market,0,0
6357042,Visitacion Valley,0,0
6343036,Excelsior,0,0
6073009A,Excelsior,0,0
6258015,Visitacion Valley,0,0
6320008G,Visitacion Valley,0,0
5361007,Bayview Hunters Point,0,0
5382030,Bayview Hunters Point,0,0
5909004,Excelsior,0,0
0161004,Chinatown,1,1
6079038,Excelsior,0,0
7061047,Oceanview/Merced/Ingleside,0,0
6121009A,Portola,0,0
6114007E,Portola,0,0
3703050,South of Market,0,0
5079004,Bayview Hunters Point,1,1
3144C008,Outer Mission,0,0
5073030,Bayview Hunters Point,1,1
3717019,Financial District/South Beach,0,0
3985021,Potrero Hill,0,0
6345016,Excelsior,0,0
5666026,Bernal Heights,0,0
6785010,Outer Mission,0,0
6205008,Visitacion Valley,0,0
6202005,Visitacion Valley,0,0
6175032,Visitacion Valley,0,0
5465053,Bayview Hunters Point,0,0
5054ACOMD,Bayview Hunters Point,1,1
0156016,Nob Hill,0,0
6993043,Oceanview/Merced/Ingleside,0,0
6519010,Mission,1,1
4095075,Potrero Hill,0,0
6273024E,Excelsior,0,0
6594005,Noe Valley,0,0
5913008,Excelsior,0,0
0233045,Financial District/South Beach,0,0
3974050,Mission,0,0
5513012,Bernal Heights,0,0
6157012A,Portola,0,0
6451019,Excelsior,0,0
3209020E,Outer Mission,0,0
5663015,Bernal Heights,0,0
6458026,Excelsior,0,0
6408002,Excelsior,0,0
3144B013,Outer Mission,0,0
4086023A,Mission,0,0
4031048,Potrero Hill,0,0
0677044,Pacific Heights,1,1
0775020B,Western Addition,1,1
0775002,Western Addition,1,1
4161101,Potrero Hill,0,0
5405032,Bayview Hunters Point,0,0
6489055,Excelsior,0,0
5542029,Bernal Heights,0,0
3587154,Mission,1,1
7106035B,Oceanview/Merced/Ingleside,0,0
6346001B,Excelsior,0,0
6344037,Excelsior,0,0
3145040,Outer Mission,0,0
5335A062,Bayview Hunters Point,0,0
6298029,Visitacion Valley,0,0
7057021,Oceanview/Merced/Ingleside,0,0
0212014,Nob Hill,0,0
0210028,Chinatown,1,1
0660030A,Pacific Heights,0,0
5343015A,Bayview Hunters Point,0,0
5520034,Bernal Heights,0,0
6782007,Outer Mission,0,0
5932018A,Portola,0,0
3596016,Mission,1,1
4591B058,Bayview Hunters Point,0,0
6795C002C,Outer Mission,0,0
5970010,Portola,0,0
4713039,Bayview Hunters Point,0,0
6122015A,Portola,0,0
6276006,Excelsior,0,0
5980017,Portola,0,0
6528024,Mission,0,0
6531025,Mission,0,0
6533016,Mission,0,0
4214017,Mission,0,0
3607096,Mission,1,1
4276002C,Mission,0,0
7065031,Outer Mission,0,0
4792020B,Bayview Hunters Point,0,0
7097005,Outer Mission,0,0
3776034,South of Market,0,0
6123016,Portola,0,0
3596003,Mission,1,1
5677008,Bernal Heights,0,0
3753119,South of Market,0,0
4160060,Potrero Hill,0,0
5926030,Portola,0,0
4711192,Bayview Hunters Point,0,0
4002021,Potrero Hill,0,0
5650003,Bernal Heights,0,0
7054057,Oceanview/Merced/Ingleside,0,0
6048017,Portola,0,0
5383019C,Bayview Hunters Point,0,0
3731026,South of Market,1,1
6528022,Mission,0,0
5428F019,Bayview Hunters Point,0,0
5946044,Excelsior,0,0
6394019,Excelsior,0,0
5922029,Portola,0,0
5815018,Bernal Heights,0,0
5812016,Bernal Heights,0,0
6357005,Visitacion Valley,0,0
3548001,Mission,0,0
6970002B,Outer Mission,0,0
3779092,South of Market,0,0
4094077,Potrero Hill,0,0
7042B026,Outer Mission,0,0
0317014,Tenderloin,1,1
7017008,Oceanview/Merced/Ingleside,0,0
6088007,Excelsior,0,0
6356026,Visitacion Valley,0,0
1839001E,Inner Sunset,0,0
5863007,Portola,0,0
6200076,Visitacion Valley,0,0
5384A024,Bayview Hunters Point,0,0
6992022,Oceanview/Merced/Ingleside,0,0
4914011,Bayview Hunters Point,0,0
7107050,Oceanview/Merced/Ingleside,0,0
6441010,Excelsior,0,0
5652011,Bernal Heights,0,0
6239035,Visitacion Valley,0,0
5933006C,Portola,0,0
5853008,Portola,0,0
6122001,Portola,0,0
7073016,Oceanview/Merced/Ingleside,0,0
6280022,Excelsior,0,0
5741004,Bernal Heights,0,0
5746020,Bernal Heights,0,0
4079025,Mission,1,1
6247033,Visitacion Valley,0,0
7002040,Oceanview/Merced/Ingleside,0,0
6236016,Visitacion Valley,0,0
5971005,Portola,0,0
5894027,Excelsior,0,0
6082025,Excelsior,0,0
6252011,Visitacion Valley,0,0
7106053,Oceanview/Merced/Ingleside,0,0
6321008A,Visitacion Valley,0,0
5653018,Bernal Heights,0,0
6443022,Excelsior,0,0
3153005,Outer Mission,0,0
3615051,Mission,0,0
7106056,Oceanview/Merced/Ingleside,0,0
4206050,Mission,0,0
4146016,Mission,0,0
5357012,Bayview Hunters Point,0,0
5958018,Excelsior,0,0
7072005,Oceanview/Merced/Ingleside,0,0
5535021,Bernal Heights,0,0
5336029,Bayview Hunters Point,0,0
0161014,Chinatown,0,0
6421044,Excelsior,0,0
4713031,Bayview Hunters Point,0,0
4160056,Potrero Hill,0,0
6954022C,Outer Mission,0,0
5361012,Bayview Hunters Point,0,0
3752156,South of Market,0,0
0139002,Financial District/South Beach,1,1
4158029,Potrero Hill,0,0
5617019,Bernal Heights,0,0
6318013,Visitacion Valley,0,0
5668016,Bernal Heights,0,0
4064039,Potrero Hill,0,0
7113046,Oceanview/Merced/Ingleside,0,0
4099038,Potrero Hill,0,0
6076047,Excelsior,0,0
5918030,Portola,0,0
5523001,Bernal Heights,1,1
3703060,South of Market,1,1
5888006,Excelsior,0,0
4268020,Mission,0,0
3736099,Financial District/South Beach,1,1
5805001,Bernal Heights,0,0
7078034,Oceanview/Merced/Ingleside,0,0
5897020,Excelsior,0,0
6341019C,Excelsior,0,0
6341028D,Excelsior,0,0
6085045,Excelsior,0,0
6786005,Outer Mission,0,0
6953046,Outer Mission,0,0
0158011,Nob Hill,0,0
7153009,Outer Mission,0,0
6084018A,Excelsior,0,0
0334028A,Tenderloin,1,1
4270031,Mission,1,1
5402015,Bayview Hunters Point,0,0
6692013,Bernal Heights,0,0
7101A011,Outer Mission,0,0
6309D001,Visitacion Valley,0,0
4097011,Potrero Hill,0,0
6235008,Visitacion Valley,0,0
3776144,South of Market,0,0
0158091,Nob Hill,0,0
7055001A,Oceanview/Merced/Ingleside,0,0
7057046,Oceanview/Merced/Ingleside,0,0
6072010A,Excelsior,0,0
3729125,South of Market,1,1
0319019,Tenderloin,1,1
5862A028,Portola,0,0
7107053,Oceanview/Merced/Ingleside,0,0
5986008,Portola,0,0
5295003,Bayview Hunters Point,0,0
4107002I,Potrero Hill,1,1
6956026,Outer Mission,0,0
0257011,Financial District/South Beach,0,0
7042A032,Outer Mission,0,0
6494070,Excelsior,0,0
5338050,Bayview Hunters Point,0,0
5461014,Bayview Hunters Point,0,0
3153033,Outer Mission,0,0
6616033,Noe Valley,0,0
7381004,Lakeshore,0,0
6970041,Outer Mission,0,0
4159057,Potrero Hill,0,0
6779035,Outer Mission,0,0
6050027C,Portola,0,0
6207006,Visitacion Valley,0,0
5697002,Bernal Heights,0,0
6154007A,Portola,0,0
5724023,Bernal Heights,0,0
0181006,Nob Hill,0,0
6794015,Outer Mission,0,0
7164050,Outer Mission,0,0
6451012,Excelsior,0,0
6006035,Excelsior,0,0
5338013,Bayview Hunters Point,0,0
4100016,Potrero Hill,0,0
6533041,Mission,0,0
7162011,Outer Mission,0,0
7170021,Outer Mission,0,0
6796007,Outer Mission,0,0
7142013,Outer Mission,0,0
1839035,Inner Sunset,0,0
7138015,Oceanview/Merced/Ingleside,0,0
5633034,Bernal Heights,0,0
6524009A,Mission,0,0
6043008,Portola,0,0
3145002,Outer Mission,0,0
5307014,Bayview Hunters Point,0,0
3778047,South of Market,0,0
5551019,Bernal Heights,0,0
3636018,Mission,1,1
5941006,Excelsior,0,0
0192009,Chinatown,0,0
7039B006,Outer Mission,0,0
0180009,Chinatown,0,0
0833021,Hayes Valley,0,0
6478002,Excelsior,0,0
3154067,Outer Mission,0,0
5327029,Bayview Hunters Point,0,0
7108032B,Oceanview/Merced/Ingleside,0,0
6500034,Excelsior,0,0
4591B012,Bayview Hunters Point,0,0
4283BCOMF,Potrero Hill,0,0
3786322,South of Market,0,0
7115022,Oceanview/Merced/Ingleside,0,0
0315004,Tenderloin,1,1
6321008E,Visitacion Valley,0,0
5279004,Bayview Hunters Point,0,0
5081007,Bayview Hunters Point,1,1
0157064,Nob Hill,0,0
0343009,Tenderloin,1,1
6174009,Visitacion Valley,0,0
4270029,Mission,1,1
6473011D,Excelsior,0,0
4068032,Potrero Hill,0,0
5545023,Bernal Heights,0,0
0319027,Tenderloin,1,1
3590067,Mission,0,0
6237039,Visitacion Valley,0,0
4732002B,Bayview Hunters Point,0,0
7019015,Oceanview/Merced/Ingleside,0,0
6042043,Portola,0,0
6459017,Excelsior,0,0
0151075,Nob Hill,0,0
0157030,Nob Hill,0,0
5458020,Portola,0,0
7092002,Oceanview/Merced/Ingleside,0,0
6282001,Excelsior,0,0
6081042,Excelsior,0,0
5745036,Bernal Heights,0,0
7072028,Oceanview/Merced/Ingleside,0,0
6596001,Bernal Heights,0,0
7015029,Oceanview/Merced/Ingleside,0,0
6116031,Portola,0,0
4068001,Potrero Hill,0,0
7126B020,Oceanview/Merced/Ingleside,0,0
3703088,South of Market,1,1
0838100,Hayes Valley,1,1
5326026,Bayview Hunters Point,0,0
0300013,Nob Hill,1,1
5730013,Bernal Heights,0,0
6093019,Excelsior,0,0
6478003A,Excelsior,0,0
4971018,Bayview Hunters Point,0,0
6021027,Excelsior,0,0
5949020,Excelsior,0,0
5647008,Bernal Heights,0,0
6204027,Visitacion Valley,0,0
4158009,Potrero Hill,0,0
5318005,Bayview Hunters Point,0,0
5654005,Bernal Heights,0,0
0312009,Financial District/South Beach,1,1
0344006,Tenderloin,1,1
3641020,Mission,0,0
5817011,Bernal Heights,0,0
6530021,Mission,1,1
5955005B,Excelsior,0,0
0110002,Financial District/South Beach,1,1
6095015,Excelsior,0,0
6408017,Excelsior,0,0
5409022,Bayview Hunters Point,0,0
5720009,Bernal Heights,0,0
7100003,Outer Mission,0,0
4976018,Bayview Hunters Point,0,0
7084004,Oceanview/Merced/Ingleside,0,0
5538021,Bernal Heights,0,0
3708040,Financial District/South Beach,0,0
7137036B,Oceanview/Merced/Ingleside,0,0
5342015,Bayview Hunters Point,0,0
5670036,Bernal Heights,0,0
5826016,Bernal Heights,0,0
0832070,Hayes Valley,0,0
5871035,Excelsior,0,0
4646011,Bayview Hunters Point,0,0
6490028,Excelsior,0,0
5697021,Bernal Heights,0,0
7046A018,Outer Mission,0,0
6114002,Portola,0,0
5069030,Bayview Hunters Point,1,1
6167010,Visitacion Valley,0,0
4711205,Bayview Hunters Point,0,0
6473003B,Excelsior,0,0
4944025,Bayview Hunters Point,0,0
6458044,Excelsior,0,0
0808004,Hayes Valley,1,1
6421041,Excelsior,0,0
5665010,Bernal Heights,0,0
6087008,Excelsior,0,0
6597047,Bernal Heights,0,0
3615033,Mission,0,0
3987017,Potrero Hill,0,0
3598025,Mission,1,1
6197029,Visitacion Valley,0,0
1635007C,Inner Richmond,0,0
3589169,Mission,0,0
3760002,South of Market,0,0
6119013,Portola,0,0
6478031,Excelsior,0,0
6062015,Portola,0,0
7028A026,Outer Mission,0,0
3609003,Mission,0,0
6306007,Visitacion Valley,0,0
5722001,Bernal Heights,0,0
1239061,Haight Ashbury,0,0
7104020,Oceanview/Merced/Ingleside,0,0
6247001,Visitacion Valley,0,0
0336006,Tenderloin,1,1
6306004,Visitacion Valley,0,0
5815028,Bernal Heights,0,0
4100071,Potrero Hill,0,0
7017047,Oceanview/Merced/Ingleside,0,0
5925020,Portola,0,0
5656003,Bernal Heights,0,0
4099021,Potrero Hill,0,0
3615020,Mission,0,0
5814027,Bernal Heights,0,0
1731040,Sunset/Parkside,0,0
5016021,Bayview Hunters Point,0,0
6194022,Visitacion Valley,0,0
5379016,Bayview Hunters Point,0,0
5884041,Portola,0,0
5837016,Bernal Heights,0,0
0118037,Chinatown,0,0
7077025,Oceanview/Merced/Ingleside,0,0
1726040,Sunset/Parkside,0,0
6128007C,Portola,0,0
0241012,Chinatown,1,1
4787009,Bayview Hunters Point,0,0
5978031,Portola,0,0
6250023,Visitacion Valley,0,0
0227008,Chinatown,0,0
5812002,Bernal Heights,0,0
5556005,Bernal Heights,0,0
6320016,Visitacion Valley,0,0
0284017,Nob Hill,1,1
6968054,Outer Mission,0,0
4941016,Bayview Hunters Point,0,0
6415014,Excelsior,0,0
1154021,Western Addition,0,0
0160004,Chinatown,0,0
6155021,Portola,0,0
6351011,Excelsior,0,0
5652009,Bernal Heights,0,0
4972013,Bayview Hunters Point,0,0
5642018,Bernal Heights,0,0
7030011,Outer Mission,0,0
5428C037,Bayview Hunters Point,0,0
7103064,Oceanview/Merced/Ingleside,0,0
6240039,Visitacion Valley,0,0
5613011,Bernal Heights,0,0
5343021B,Bayview Hunters Point,0,0
4103029,Potrero Hill,0,0
6257003,Visitacion Valley,0,0
5610021A,Bernal Heights,0,0
4624445,Bayview Hunters Point,0,0
0182013,Nob Hill,0,0
6009021A,Excelsior,0,0
6115033,Portola,0,0
4067025,Potrero Hill,0,0
6957020,Outer Mission,0,0
3765714,Financial District/South Beach,0,0
5353A007D,Bayview Hunters Point,0,0
7331096,Lakeshore,1,1
5381030,Bayview Hunters Point,0,0
6170008A,Portola,0,0
3643017,Mission,0,0
0305018,Tenderloin,1,1
6489011,Excelsior,0,0
4208019,Mission,0,0
3965008,Mission,0,0
3618004A,Mission,1,1
3147024,Outer Mission,0,0
5397004,Bayview Hunters Point,0,0
3588098,Mission,1,1
4027012,Potrero Hill,0,0
6251023,Visitacion Valley,0,0
0157061,Nob Hill,0,0
6007031,Excelsior,0,0
0711A001,Western Addition,0,0
5537019,Bernal Heights,0,0
6494062,Excelsior,0,0
6970004,Outer Mission,0,0
5981023,Portola,0,0
3552052,Mission,0,0
3509071,South of Market,1,1
5960026,Excelsior,0,0
0920003,Marina,0,0
1836017A,Inner Sunset,0,0
3147013,Outer Mission,0,0
6993007,Oceanview/Merced/Ingleside,0,0
4787008,Bayview Hunters Point,0,0
5888039,Excelsior,0,0
3735012,Financial District/South Beach,0,0
6478005,Excelsior,0,0
3208A001U,Outer Mission,0,0
4974007,Bayview Hunters Point,0,0
5957040,Excelsior,0,0
7063A010,Outer Mission,0,0
4097052,Potrero Hill,0,0
3532035,Mission,0,0
6437002B,Excelsior,0,0
5853005,Portola,0,0
7045B002,Outer Mission,0,0
7154007,Outer Mission,0,0
6795C011,Outer Mission,0,0
5619021,Bernal Heights,0,0
6209007,Visitacion Valley,0,0
6338016,Excelsior,0,0
3974041,Mission,0,0
4761014,Bayview Hunters Point,0,0
7049026A,Oceanview/Merced/Ingleside,0,0
7179007,Oceanview/Merced/Ingleside,0,0
5501039,Bernal Heights,0,0
5634013,Bernal Heights,0,0
3152027,Outer Mission,0,0
6309071,Visitacion Valley,0,0
5676030,Bernal Heights,0,0
5877003,Portola,0,0
4087026,Mission,0,0
5322049,Bayview Hunters Point,0,0
7155008,Outer Mission,0,0
6467022A,Excelsior,0,0
3733083,South of Market,0,0
6475048,Excelsior,0,0
6255024,Visitacion Valley,0,0
4220040,Potrero Hill,0,0
7112030,Oceanview/Merced/Ingleside,0,0
3640034,Mission,0,0
6323020,Visitacion Valley,0,0
5858010,Portola,0,0
4096037,Potrero Hill,0,0
5721016,Bernal Heights,0,0
0837010,Hayes Valley,1,1
6409011,Excelsior,0,0
5335A095,Bayview Hunters Point,0,0
3762001,South of Market,0,0
5745017,Bernal Heights,0,0
5948007,Excelsior,0,0
6191040,Visitacion Valley,0,0
6003010,Excelsior,0,0
5340016,Bayview Hunters Point,0,0
5904014,Excelsior,0,0
0132044,North Beach,0,0
5076013,Bayview Hunters Point,0,0
4937004,Bayview Hunters Point,0,0
0287017,Financial District/South Beach,1,1
5894025,Excelsior,0,0
0196010,Chinatown,1,1
5538007,Bernal Heights,0,0
7019010,Oceanview/Merced/Ingleside,0,0
4162054,Potrero Hill,0,0
6116046,Portola,0,0
0276026,Nob Hill,0,0
5895030,Excelsior,0,0
6192027,Visitacion Valley,0,0
0286001,Financial District/South Beach,1,1
6616057,Noe Valley,0,0
3645034,Mission,0,0
3596185,Mission,1,1
5981010B,Portola,0,0
5474023,Bayview Hunters Point,0,0
6284010,Excelsior,0,0
3775038,Financial District/South Beach,1,1
6321005,Visitacion Valley,0,0
5685019,Bernal Heights,0,0
5887042,Excelsior,0,0
5054A063,Bayview Hunters Point,1,1
6304019,Visitacion Valley,0,0
7106005D,Oceanview/Merced/Ingleside,0,0
6200044,Visitacion Valley,0,0
9900002,Financial District/South Beach,0,0
5529024,Bernal Heights,0,0
5338001,Bayview Hunters Point,0,0
5395013,Bayview Hunters Point,0,0
5413041,Bayview Hunters Point,0,0
4044013,Potrero Hill,0,0
5324016,Bayview Hunters Point,0,0
3618077,Mission,1,1
5915009,Portola,0,0
5674020,Bernal Heights,0,0
0090037,Chinatown,0,0
3632005,Mission,0,0
3616017,Mission,0,0
3728051,South of Market,1,1
6994024,Oceanview/Merced/Ingleside,0,0
0103015,North Beach,1,1
5982006C,Portola,0,0
6131050,Portola,0,0
7117040,Oceanview/Merced/Ingleside,0,0
3645018,Mission,1,1
0229018,Chinatown,0,0
5807016,Bernal Heights,0,0
7138036,Oceanview/Merced/Ingleside,0,0
3588058,Mission,0,0
5609022,Bernal Heights,0,0
3755076,South of Market,0,0
5541026,Bernal Heights,1,1
6120009,Portola,0,0
6779051,Outer Mission,0,0
5673025,Bernal Heights,0,0
6047003,Portola,0,0
3748028,Financial District/South Beach,0,0
5620042,Bernal Heights,0,0
5967004C,Excelsior,0,0
5713031,Bernal Heights,0,0
7150048,Oceanview/Merced/Ingleside,0,0
0177013,Chinatown,1,1
6128006C,Portola,0,0
5671014,Bernal Heights,0,0
6092029,Excelsior,0,0
6524018,Mission,0,0
6394015,Excelsior,0,0
6197036,Visitacion Valley,0,0
5068003B,Visitacion Valley,0,0
3151029,Outer Mission,0,0
4101045,Potrero Hill,0,0
6281041,Excelsior,0,0
4762016,Bayview Hunters Point,0,0
5517028,Bernal Heights,0,0
7060004,Oceanview/Merced/Ingleside,0,0
6752028,Outer Mission,0,0
6374014,Visitacion Valley,0,0
7081A010,Oceanview/Merced/Ingleside,0,0
4760011A,Bayview Hunters Point,0,0
5900A001,Portola,0,0
3514041,Mission,0,0
7331135,Lakeshore,1,1
7053027,Oceanview/Merced/Ingleside,0,0
4096103,Potrero Hill,0,0
6971A058,Outer Mission,0,0
0661002A,Pacific Heights,1,1
6970005A,Outer Mission,0,0
5523033,Bernal Heights,1,1
6402014,Excelsior,0,0
4161082,Potrero Hill,0,0
3202029,Outer Mission,0,0
6077003,Excelsior,0,0
5968014,Excelsior,0,0
3549051,Mission,0,0
4094060,Potrero Hill,0,0
4969047,Bayview Hunters Point,0,0
5697018,Bernal Heights,0,0
5833007,Bernal Heights,0,0
6473030,Excelsior,0,0
7138041,Oceanview/Merced/Ingleside,0,0
6305041,Visitacion Valley,0,0
7004022,Oceanview/Merced/Ingleside,0,0
7047020,Oceanview/Merced/Ingleside,0,0
5663030,Bernal Heights,0,0
6514020,Mission,0,0
4218032A,Potrero Hill,0,0
7110A006,Outer Mission,0,0
0651054,Pacific Heights,0,0
5518004,Bernal Heights,0,0
5343016,Bayview Hunters Point,0,0
4162018,Potrero Hill,0,0
6786088,Outer Mission,0,0
VACSTHES1,Bayview Hunters Point,1,1
7073048,Oceanview/Merced/Ingleside,0,0
4153001,Mission,0,0
6342005,Excelsior,0,0
7121007,Oceanview/Merced/Ingleside,0,0
6190067,Visitacion Valley,0,0
0283013,Nob Hill,1,1
0150011A,Nob Hill,1,1
6342015,Excelsior,0,0
6175034,Visitacion Valley,0,0
5688003,Bernal Heights,0,0
6992014,Oceanview/Merced/Ingleside,0,0
5403037,Bayview Hunters Point,0,0
7104019D,Oceanview/Merced/Ingleside,0,0
5622019,Bernal Heights,0,0
5404016,Bayview Hunters Point,0,0
5517021A,Bernal Heights,0,0
3587040,Mission,1,1
0525098,Russian Hill,0,0
0717013,Tenderloin,0,0
5704012,Bernal Heights,0,0
3591009,Mission,0,0
6178001C,Visitacion Valley,0,0
7114033D,Oceanview/Merced/Ingleside,0,0
4914044,Bayview Hunters Point,0,0
3211012H,Outer Mission,0,0
3615066,Mission,0,0
5360025A,Bayview Hunters Point,0,0
5661007,Bernal Heights,0,0
5978009,Portola,0,0
4022239,Mission,0,0
0196019,Chinatown,1,1
5539020,Bernal Heights,0,0
3596144,Mission,1,1
5335B002,Bayview Hunters Point,0,0
7062045,Oceanview/Merced/Ingleside,0,0
6438017,Excelsior,0,0
5744068,Bernal Heights,0,0
3615034,Mission,0,0
3569004,Mission,1,1
0659036,Pacific Heights,0,0
7137006,Oceanview/Merced/Ingleside,0,0
5744045,Bernal Heights,0,0
7002018,Oceanview/Merced/Ingleside,0,0
6489085,Excelsior,0,0
5895005A,Excelsior,0,0
3555069,Mission,0,0
4790046,Bayview Hunters Point,0,0
5465018,Bayview Hunters Point,0,0
6272013,Excelsior,0,0
3639002,Mission,0,0
3732234,South of Market,0,0
5609009,Bernal Heights,0,0
0252023,Nob Hill,0,0
6404033,Excelsior,0,0
3588113,Mission,0,0
7030050,Outer Mission,0,0
6994047,Oceanview/Merced/Ingleside,0,0
5615078,Bernal Heights,0,0
6321001,Visitacion Valley,0,0
5467024,Portola,0,0
5979027A,Portola,0,0
5722024,Bernal Heights,0,0
6043027,Portola,0,0
5867016,Excelsior,0,0
5610017,Bernal Heights,0,0
7007013,Oceanview/Merced/Ingleside,0,0
7085050,Oceanview/Merced/Ingleside,0,0
6592031,Noe Valley,0,0
7170029,Outer Mission,0,0
6480020,Excelsior,0,0
6259014,Visitacion Valley,0,0
3151017,Outer Mission,0,0
4273018,Mission,0,0
6748005,Outer Mission,0,0
5870004,Excelsior,0,0
6468A012,Excelsior,0,0
3206008A,Outer Mission,0,0
7146009,Outer Mission,0,0
3207022,Outer Mission,0,0
4263043,Mission,0,0
4260032,Potrero Hill,0,0
3729042,South of Market,1,1
5859029,Portola,0,0
0129013,Chinatown,0,0
6073005C,Excelsior,0,0
5968027,Excelsior,0,0
6799027,Outer Mission,0,0
5811009,Bernal Heights,0,0
6321008I,Visitacion Valley,0,0
7106050,Oceanview/Merced/Ingleside,0,0
6403001,Excelsior,0,0
3708029,Financial District/South Beach,0,0
